;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8;waerme_ges_W_9;strombedarf_hast_ges_W_1;strombedarf_hast_ges_W_2;strombedarf_hast_ges_W_3;strombedarf_hast_ges_W_4;strombedarf_hast_ges_W_5;strombedarf_hast_ges_W_6;strombedarf_hast_ges_W_7;strombedarf_hast_ges_W_8;strombedarf_hast_ges_W_9
2021-04-26T17:00:00;5889.23875487208;3572.5535999602853;72329.63332491211;28355.59400493964;3572.5535999602853;7718.831083065721;70888.98501234913;7145.107199920571;54247.22499368408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-26T18:00:00;5866.434345366283;3853.5409617549144;72049.55730042068;28245.794996208035;3853.5409617549144;8325.93015701471;70614.4874905201;7707.081923509829;54037.16797531551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-26T19:00:00;6602.589189725293;4008.8234511677356;81090.76146603472;31790.244246825485;4008.8234511677356;8661.432276828626;79475.61061706375;8017.646902335471;60818.07109952604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-26T20:00:00;8341.781733440846;4277.838920354574;102450.93452138903;40164.13427212259;4277.838920354574;9242.664974193323;100410.33568030651;8555.677840709148;76838.20089104176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-26T21:00:00;7588.879900851014;4398.966304386344;93204.0495252891;36539.05137446785;4398.966304386344;9504.371843163815;91347.62843616966;8797.932608772688;69903.03714396682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-26T22:00:00;6758.656867280592;3639.807467256994;83007.53175864795;32541.681212832485;3639.807467256994;7864.139257406895;81354.20303208125;7279.614934513988;62255.64881898596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-26T23:00:00;7436.375412280998;2582.055543909794;91331.04111150267;35804.77050357517;2582.055543909794;5578.768808606439;89511.926258938;5164.111087819588;68498.280833627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T00:00:00;19092.65130952482;3199.4117069533577;192750.82741002415;91927.58037919356;3199.4117069533577;6345.735808391991;229818.95094798398;6398.823413906715;144563.12055751812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T01:00:00;16814.39300760522;2877.076378930314;169750.5554399554;80958.18855513625;2877.076378930314;5706.413638975604;202395.47138784066;5754.152757860628;127312.91657996661;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T02:00:00;14344.295301633158;2736.9305841376868;144813.5590589344;69065.12552638187;2736.9305841376868;5428.447478359784;172662.81381595472;5473.8611682753735;108610.16929420081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T03:00:00;13771.423150221319;3761.746708558775;139030.09926622835;66306.8522047693;3761.746708558775;7461.075027862968;165767.1305119233;7523.49341711755;104272.57444967129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T04:00:00;13316.30070198651;5055.175606332399;134435.38756024485;64115.52189845358;5055.175606332399;10026.471051879806;160288.80474613397;10110.351212664798;100826.54067018365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T05:00:00;14057.197710740853;7519.989772247735;141915.15080254362;67682.80379245595;7519.989772247735;14915.200901710541;169207.00948113992;15039.97954449547;106436.36310190771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T06:00:00;16061.588725495898;7708.018713594511;162150.58171697689;77333.57534498026;7708.018713594511;15288.1388338701;193333.9383624507;15416.037427189021;121612.93628773268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T07:00:00;15794.336590195227;7465.975247171411;159452.52426171914;76046.80580464366;7465.975247171411;14808.068110639862;190117.01451160922;14931.950494342822;119589.39319628937;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T08:00:00;23330.317593525095;7248.45729483702;235532.40181195803;112331.15878363936;7248.45729483702;14376.64146551739;280827.89695909846;14496.91458967404;176649.30135896854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T09:00:00;19911.607110272922;6794.151343384252;201018.63713677943;95870.70090131406;6794.151343384252;13475.567828187774;239676.7522532852;13588.302686768504;150763.97785258456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T10:00:00;17905.893065145097;6555.31955142515;180769.8495022706;86213.55920255047;6555.31955142515;13001.867162804981;215533.89800637623;13110.6391028503;135577.38712670293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T11:00:00;20606.19805598012;6481.74300915902;208030.9151764346;99215.0276769413;6481.74300915902;12855.934928481673;248037.56919235332;12963.48601831804;156023.18638232595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T12:00:00;14486.52106670654;6300.429387146058;146249.40646705427;69749.91624710556;6300.429387146058;12496.316208184957;174374.79061776394;12600.858774292115;109687.0548502907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T13:00:00;13447.280708891296;6021.597649589894;135757.70284772266;64746.16637614328;6021.597649589894;11943.279367793068;161865.41594035825;12043.195299179788;101818.27713579203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T14:00:00;12173.202459908383;5621.014252807632;122895.18141498388;58611.715547707034;5621.014252807632;11148.75942536618;146529.2888692676;11242.028505615264;92171.3860612379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T15:00:00;9807.624153385592;5546.269828918233;99013.36591992994;47221.89407185655;5546.269828918233;11000.510806371078;118054.7351796414;11092.539657836465;74260.02443994748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T16:00:00;10684.793290535821;5602.91208764692;107868.87133000868;51445.30102850582;5602.91208764692;11112.855462953306;128613.25257126456;11205.82417529384;80901.65349750652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T17:00:00;7589.563733427285;5862.181808013279;76620.82471329802;36542.34390168692;5862.181808013279;11627.09286009257;91355.85975421734;11724.363616026558;57465.61853497353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T18:00:00;6620.443985369149;6471.816015361209;66837.0272579697;31876.211781407015;6471.816015361209;12836.245658771388;79690.52945351755;12943.632030722418;50127.770443477275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T19:00:00;6971.047034154687;7264.807637562827;70376.55807798609;33564.30053481885;7264.807637562827;14409.070850922568;83910.75133704717;14529.615275125654;52782.4185584896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T20:00:00;4545.270845670606;7685.536992346527;45887.01181949538;21884.63740508069;7685.536992346527;15243.548428937976;54711.59351270174;15371.073984693054;34415.258864621544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T21:00:00;6810.960359048839;7639.113697821467;68760.39494884657;32793.51283986478;7639.113697821467;15151.472138233987;81983.78209966197;15278.227395642934;51570.29621163492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T22:00:00;7438.076755744477;6185.6850176595935;75091.48026464944;35812.96215728822;6185.6850176595935;12268.731414180753;89532.40539322057;12371.370035319187;56318.610198487084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-27T23:00:00;8851.073193868828;4301.30801851039;89356.45730531923;42616.2783408499;4301.30801851039;8531.244746233873;106540.6958521248;8602.61603702078;67017.34297898941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T00:00:00;21057.945300962198;3375.2774753809435;208760.57588548216;101390.10700463281;3375.2774753809435;6640.619643169299;253475.26751158206;6750.554950761887;156570.43191411163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T01:00:00;18046.350451525068;2879.8808549369496;178904.75348131245;86889.83550734291;2879.8808549369496;5665.961840107114;217224.5887683573;5759.761709873899;134178.56511098432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T02:00:00;14894.077928848934;2851.013758632883;147654.30535939703;71712.22706482818;2851.013758632883;5609.167870379807;179280.5676620705;5702.027517265766;110740.7290195478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T03:00:00;10632.773652094354;3199.59170647662;105409.33216166034;51194.83610267652;3199.59170647662;6294.970322033212;127987.09025669133;6399.18341295324;79056.99912124524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T04:00:00;14422.876013630874;5279.574634794415;142982.9862077242;69443.47710266717;5279.574634794415;10387.189581632025;173608.69275666794;10559.14926958883;107237.23965579315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T05:00:00;15649.366795850618;8342.280432990457;155141.95605758563;75348.80309113262;8342.280432990457;16412.84656334542;188372.0077278316;16684.560865980915;116356.46704318919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T06:00:00;16375.290905816986;8151.074719836634;162338.4955622641;78843.99325022993;8151.074719836634;16036.662849882823;197109.98312557486;16302.149439673269;121753.8716716981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T07:00:00;16299.488858586255;7916.102763899229;161587.02248134284;78479.0204302301;7916.102763899229;15574.372150059471;196197.55107557532;15832.205527798458;121190.26686100713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T08:00:00;24365.236424731815;7714.34348865575;241547.82030802045;117314.1013042643;7714.34348865575;15177.42504981485;293285.25326066086;15428.6869773115;181160.86523101534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T09:00:00;20698.739203274235;7215.532480476863;205199.5412858012;99660.59616391297;7215.532480476863;14196.049680440827;249151.49040978253;14431.064960953727;153899.6559643509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T10:00:00;18685.546093038254;6943.002259455669;185241.49946097296;89967.44415166568;6943.002259455669;13659.86575118732;224918.61037916422;13886.004518911339;138931.12459572972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T11:00:00;15555.126412807012;6713.30708456309;154207.692227251;74895.05309870042;6713.30708456309;13207.956744754976;187237.63274675107;13426.61416912618;115655.76917043827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T12:00:00;14926.174291189875;6703.6847191284005;147972.4966639313;71866.76510572902;6703.6847191284005;13189.025421512539;179666.91276432257;13407.369438256801;110979.37249794847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T13:00:00;13830.117662313092;6399.18341295324;137106.60211547496;66589.45541113711;6399.18341295324;12589.940644066424;166473.63852784282;12798.36682590648;102829.95158660623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T14:00:00;12536.70255010585;5969.90175501211;124284.16954552085;60361.901167176315;5969.90175501211;11745.359352315169;150904.75291794082;11939.80351002422;93213.12715914064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T15:00:00;9985.38319466433;5870.263712930328;98991.34584892723;48077.77093727269;5870.263712930328;11549.328553578978;120194.42734318174;11740.527425860657;74243.50938669541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T16:00:00;10877.252326946616;5869.642915160352;107833.00209832535;52371.9556482615;5869.642915160352;11548.10717788592;130929.88912065377;11739.285830320703;80874.75157374401;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T17:00:00;10696.283475449829;7414.808564640425;106038.94474297274;51500.62414105474;7414.808564640425;14588.11127791321;128751.56035263686;14829.61712928085;79529.20855722953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T18:00:00;8566.997139725347;7755.316141474422;84929.99819961647;41248.50474682575;7755.316141474422;15258.03584555683;103121.26186706439;15510.632282948844;63697.498649712375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T19:00:00;8473.43965800814;8036.847930160326;84002.50439703795;40798.04279781696;8036.847930160326;15811.929722359711;101995.10699454244;16073.695860320651;63001.878297778465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T20:00:00;11168.168291994289;8025.673570300688;110717.0339224016;53772.66214663917;8025.673570300688;15789.944959884626;134431.65536659793;16051.347140601376;83037.7754418012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T21:00:00;10593.848276489383;7386.251867221349;105023.44057956559;51007.41762754147;7386.251867221349;14531.927996032437;127518.5440688537;14772.503734442698;78767.58043467421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T22:00:00;8973.323428935117;6186.24977785012;88958.16471446477;43204.89058376167;6186.24977785012;12171.008781346714;108012.2264594042;12372.49955570024;66718.62353584857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-28T23:00:00;10764.573608090128;4550.1372550679835;106715.94751857751;51829.42848339691;4550.1372550679835;8952.073142286075;129573.5712084923;9100.274510135967;80036.96063893312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T00:00:00;12933.357708696647;3029.404731910471;133260.0933386818;62271.722301132;3029.404731910471;6063.095732640349;155679.30575283003;6058.809463820942;99945.07000401134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T01:00:00;11808.043414610935;3363.268668037913;121665.30942851599;56853.54236664524;3363.268668037913;6731.295985018058;142133.85591661313;6726.537336075826;91248.98207138698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T02:00:00;10704.209138864082;3111.502421122137;110291.84695035755;51538.78474267891;3111.502421122137;6227.407270110278;128846.96185669728;6223.004842244274;82718.88521276819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T03:00:00;12020.456929295193;3433.872680759945;123853.93247836697;57876.274104013886;3433.872680759945;6872.6039072421945;144690.68526003478;6867.74536151989;92890.44935877524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T04:00:00;11867.710132218876;4784.106009327809;122280.09118409213;57140.82656253532;4784.106009327809;9574.980993497613;142852.06640633833;9568.212018655619;91710.06838806909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T05:00:00;12679.17749168683;7092.145712031777;130641.12305992746;61047.89162664029;7092.145712031777;14194.326016902194;152619.7290666008;14184.291424063555;97980.8422949456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T06:00:00;14820.615986635725;7295.747981276708;152705.64026755473;71358.52141713497;7295.747981276708;14601.818629827616;178396.30354283744;14591.495962553416;114529.23020066606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T07:00:00;14250.798833479916;7016.342178993007;146834.4745018027;68614.95734638478;7016.342178993007;14042.611697304961;171537.39336596197;14032.684357986014;110125.85587635203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T08:00:00;20798.02775659896;6786.468649200341;214294.47654117137;100138.65216140238;6786.468649200341;13582.539392389162;250346.63040350596;13572.937298400682;160720.85740587852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T09:00:00;17750.848488361564;6378.990451746439;182897.57228389842;85467.04827729642;6378.990451746439;12767.006461413419;213667.6206932411;12757.980903492878;137173.17921292386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T10:00:00;23249.136515933053;6495.295511462967;239549.7110602388;111940.28692856655;6495.295511462967;12999.781139495817;279850.7173214164;12990.591022925933;179662.28329517914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T11:00:00;17354.66148344486;6042.389925978608;178815.42142687296;83559.48121658634;6042.389925978608;12093.329157786711;208898.70304146592;12084.779851957215;134111.56607015475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T12:00:00;13175.007915008797;5883.941385800094;135749.95944876515;63435.22329448679;5883.941385800094;11776.207890469752;158588.05823621704;11767.882771600189;101812.46958657385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T13:00:00;13013.311110291283;5686.633272728058;134083.9008911538;62656.68312362469;5686.633272728058;11381.312495417025;156641.70780906174;11373.266545456116;100562.92566836535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T14:00:00;9666.008252485959;5560.7501492701695;99594.64440333293;46540.03973419166;5560.7501492701695;11129.368137963134;116350.09933547917;11121.500298540339;74695.9833024997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T15:00:00;9624.241550160406;5059.954245079007;99164.29717442968;46338.940797068615;5059.954245079007;10127.06775939657;115847.35199267157;10119.908490158014;74373.22288082224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T16:00:00;7361.082951291315;5133.294847441428;75845.62518542705;35442.25124695817;5133.294847441428;10273.852732869706;88605.62811739546;10266.589694882856;56884.218889070304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T17:00:00;5815.1182980696385;5346.748839391758;59916.629898449544;27998.717731446413;5346.748839391758;10701.062730291518;69996.79432861602;10693.497678783517;44937.47242383716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T18:00:00;4922.504202654887;5719.472348412724;50719.49483503066;23700.946160930936;5719.472348412724;11447.037110404997;59252.365402327356;11438.944696825449;38039.62112627299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T19:00:00;6642.099004115661;6868.292679447966;68437.50503073471;31980.4766864828;6868.292679447966;13746.303224734187;79951.19171620703;13736.585358895933;51328.12877305103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T20:00:00;4929.664208767839;7171.5068116030525;50793.26864569979;23735.42026443774;7171.5068116030525;14353.160503123125;59338.550661094356;14343.013623206105;38094.95148427485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T21:00:00;6143.285244913301;7160.01313511342;63297.92955411828;29578.780808841817;7160.01313511342;14330.15688787733;73946.95202210455;14320.02627022684;47473.447165588725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T22:00:00;6730.405746175411;5793.360268703223;69347.38202898738;32405.657296400113;5793.360268703223;11594.91749412793;81014.14324100032;11586.720537406445;52010.536521740534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-29T23:00:00;9569.94483713718;3975.4437705929017;98604.84577685536;46077.51217880865;3975.4437705929017;7956.512349418823;115193.78044702164;7950.8875411858035;73953.63433264154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T00:00:00;8428.894526611955;2215.691903987646;97806.57897904253;40583.566239242755;2215.691903987646;4671.3024750916875;101458.91559810692;4431.383807975292;73354.9342342819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T01:00:00;8060.702058326074;2460.594663492311;93534.1746186374;38810.78768823665;2460.594663492311;5187.626457037016;97026.96922059167;4921.189326984622;70150.63096397807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T02:00:00;7246.027775866153;2294.0687643177225;84080.9178127726;34888.281883799995;2294.0687643177225;4836.542967684941;87220.70470950005;4588.137528635445;63060.68835957945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T03:00:00;7783.201208544293;2496.093597687613;90314.13091121627;37474.67248558363;2496.093597687613;5262.468206862967;93686.68121395913;4992.187195375226;67735.5981834122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T04:00:00;7666.154760731308;3501.830255816298;88955.95605138227;36911.11551463222;3501.830255816298;7382.844298842029;92277.7887865806;7003.660511632596;66716.96703853668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T05:00:00;8235.884159026305;5160.507984481037;95566.93964064067;39654.25706197849;5160.507984481037;10879.804036496173;99135.64265494628;10321.015968962074;71675.20473048052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T06:00:00;9443.555455003996;5272.987753504352;109580.42594276943;45468.970709278496;5272.987753504352;11116.943064034584;113672.42677319628;10545.975507008705;82185.31945707707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T07:00:00;9441.23002888851;5784.53138390294;109553.4423362827;45457.774213166886;5784.53138390294;12195.421088211917;113644.43553291727;11569.06276780588;82165.08175221202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T08:00:00;14549.028491561807;5243.671217961042;168822.93398447108;70050.87792233462;5243.671217961042;11055.13555153787;175127.19480583663;10487.342435922084;126617.2004883533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T09:00:00;18095.690888702975;5235.095632734086;209977.43114454186;87127.40057523652;5235.095632734086;11037.055802984409;217818.50143809142;10470.191265468173;157483.07335840634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T10:00:00;16242.326274657615;4787.9686076449525;188471.49677458673;78203.79317427738;4787.9686076449525;10094.386122592372;195509.48293569355;9575.937215289905;141353.62258094005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T11:00:00;11257.387825086025;4535.686856200813;130627.63900244937;54202.23767634012;4535.686856200813;9562.505147705693;135505.5941908504;9071.373712401626;97970.72925183702;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T12:00:00;12116.632774759499;4489.219150203593;140598.0815993106;58339.34298958278;4489.219150203593;9464.53813810206;145848.357473957;8978.438300407186;105448.56119948292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T13:00:00;10386.90331585435;4457.309995870738;120526.77564090208;50011.015965224644;4457.309995870738;9397.264655112442;125027.53991306167;8914.619991741476;90395.08173067658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T14:00:00;7528.567048898162;4691.642848002643;87359.42600091505;36248.65616136153;4691.642848002643;9891.304295817456;90621.64040340383;9383.285696005287;65519.56950068629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T15:00:00;5728.299664489825;4072.4058217306683;66469.61731240797;27580.70208828434;4072.4058217306683;8585.778266550158;68951.75522071088;8144.811643461337;49852.212984305974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T16:00:00;5538.002294038912;3894.11342189584;64261.45884824069;26664.45548981698;3894.11342189584;8209.88768034566;66661.13872454248;7788.22684379168;48196.094136180516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T17:00:00;4233.050672229895;4041.693260685295;49119.1583414154;20381.355088514305;4041.693260685295;8521.027539172646;50953.38772128579;8083.38652137059;36839.36875606154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T18:00:00;3499.766303812118;4302.94946178555;40610.32776258754;16850.726647984273;4302.94946178555;9071.829181150159;42126.81661996071;8605.8989235711;30457.745821940654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T19:00:00;4053.2177192986865;4516.341931386521;47032.42610643861;19515.49272254923;4516.341931386521;9521.720598643238;48788.7318063731;9032.683862773041;35274.319579828945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T20:00:00;4684.1833386349135;4831.444830423467;54353.97799984862;22553.475334168103;4831.444830423467;10186.046243165727;56383.68833542027;9662.889660846933;40765.48349988646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T21:00:00;5090.357766807129;4952.101320244576;59067.114599537636;24509.12998833062;4952.101320244576;10440.424100720224;61272.82497082657;9904.202640489151;44300.33594965322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T22:00:00;4164.063030803699;4273.832358456821;48318.64468230792;20049.192370536326;4273.832358456821;9010.442127922133;50122.98092634084;8547.664716913641;36238.983511730934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-04-30T23:00:00;3075.7636087544824;3177.9523393378163;35690.31684649998;14809.23219029936;3177.9523393378163;6700.018446497394;37023.080475748415;6355.904678675633;26767.737634874975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T00:00:00;1124.3648455724306;1148.739415936375;19094.73807980691;5413.608515719109;1148.739415936375;2843.4196990877203;13534.021289297787;2297.47883187275;14321.05355985518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T01:00:00;1474.873364822619;1144.0928295348342;25047.315124685854;7101.24212692372;1144.0928295348342;2831.9182261475894;17753.10531730932;2288.1856590696684;18785.486343514385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T02:00:00;1554.8010397143978;1067.4757826472128;26404.70194035908;7486.07908010636;1067.4757826472128;2642.271716779221;18715.19770026592;2134.9515652944256;19803.52645526931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T03:00:00;1747.1651991634205;1137.2778361459086;29671.562564012995;8412.276884860912;1137.2778361459086;2815.0493991687317;21030.692212152302;2274.5556722918172;22253.671923009748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T04:00:00;1842.002929616052;1949.29462418399;31282.16221074454;8868.902994447655;1949.29462418399;4824.995692528358;22172.257486119157;3898.58924836798;23461.6216580584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T05:00:00;1830.1482133094723;2901.535064073001;31080.83725490309;8811.824730749311;2901.535064073001;7182.030880392352;22029.5618268733;5803.070128146002;23310.62794117732;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T06:00:00;4270.386568912159;3107.430470399035;72522.6454331101;20561.120516984465;3107.430470399035;7691.673925783894;51402.80129246123;6214.86094079807;54391.984074832595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T07:00:00;6026.351145127887;2811.184772931937;102343.6450777477;29015.764772837967;2811.184772931937;6958.3911287787105;72539.411932095;5622.369545863874;76757.73380831079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T08:00:00;6364.393880220639;2508.7436269294526;108084.5195917418;30643.377941803083;2508.7436269294526;6209.77303452002;76608.44485450776;5017.487253858905;81063.38969380633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-05-01T09:00:00;5911.470389167224;2598.9906605949263;100392.66096959349;28462.635207101448;2598.9906605949263;6433.1571978461025;71156.58801775369;5197.981321189853;75294.49572719513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
