;waerme_hast_ges_W_1;waerme_hast_ges_W_2;waerme_hast_ges_W_3;waerme_hast_ges_W_4;waerme_hast_ges_W_5;waerme_hast_ges_W_6;waerme_hast_ges_W_7;waerme_hast_ges_W_8;waerme_hast_ges_W_9;strombedarf_hast_ges_W_1;strombedarf_hast_ges_W_2;strombedarf_hast_ges_W_3;strombedarf_hast_ges_W_4;strombedarf_hast_ges_W_5;strombedarf_hast_ges_W_6;strombedarf_hast_ges_W_7;strombedarf_hast_ges_W_8;strombedarf_hast_ges_W_9
2021-01-01T00:00:00;23334.938130648014;14623.872923625606;214003.29668453083;112353.40581423117;14623.872923625606;14623.872923625606;280883.514535578;14623.872923625606;160502.47251339813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T01:00:00;18143.378286924213;14623.872923625606;166391.81748233302;87357.00656667212;14623.872923625606;14623.872923625606;218392.5164166804;14623.872923625606;124793.86311174977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T02:00:00;15502.463088213868;14623.872923625606;142172.1450056354;74641.48894325197;14623.872923625606;14623.872923625606;186603.72235812995;14623.872923625606;106629.10875422656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T03:00:00;19404.15702022421;14623.872923625606;177954.34247405684;93427.42268996846;14623.872923625606;14623.872923625606;233568.5567249211;14623.872923625606;133465.75685554263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T04:00:00;19709.0708904893;14623.872923625606;180750.68901143482;94895.52650976327;14623.872923625606;14623.872923625606;237238.81627440825;14960.525607187712;135563.01675857612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T05:00:00;21331.934844729072;14623.872923625606;195633.87551629485;102709.31591906592;14623.872923625606;20366.02422003838;256773.28979766485;21441.44225265838;146725.4066372212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T06:00:00;21658.914850342277;14623.872923625606;198632.58923729885;104283.66409424061;14623.872923625606;20287.123588572384;260709.16023560154;21358.37531160997;148974.44192797414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T07:00:00;23776.260837610622;14623.872923625606;218050.64035705148;114478.29292182889;14623.872923625606;19754.141771934763;286195.7323045723;20797.2496486095;163537.9802677886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T08:00:00;26238.64094123155;14623.872923625606;240632.9783480475;126334.1971244482;14623.872923625606;19517.439877536784;315835.4928111206;20548.04882546428;180474.7337610357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T09:00:00;26074.147932272754;14623.872923625606;239124.42297919892;125542.19374797992;14623.872923625606;19108.44476748857;313855.4843699498;20117.45692696845;179343.31723439918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T10:00:00;29045.05215505288;14623.872923625606;266370.4047019404;139846.54741321751;14623.872923625606;17641.537109008575;349616.36853304383;18573.089920946015;199777.8035264553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T11:00:00;24523.500420990502;14623.872923625606;224903.52907529668;118076.11313810236;14623.872923625606;16987.78901971892;295190.282845256;17884.820980830635;168677.64680647253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T12:00:00;25432.223994872595;14623.872923625606;233237.37763735064;122451.44886420136;14623.872923625606;16556.250872109;306128.6221605034;17430.49567060669;174928.03322801297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T13:00:00;28591.69337426402;14623.872923625606;262212.6789292601;137663.70883904895;14623.872923625606;16078.821540891307;344159.2720976224;16927.855915079086;196659.5091969451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T14:00:00;18447.289151037105;14623.872923625606;169178.96551136434;88820.28109758605;14623.872923625606;17910.44334278043;222050.7027439652;18856.195617988546;126884.22413352322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T15:00:00;19438.259229398605;14623.872923625606;178267.09175784254;93591.61851191918;14623.872923625606;18090.78764327413;233979.046279798;19046.06291181348;133700.3188183819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T16:00:00;24865.525518886516;14623.872923625606;228040.22042150024;119722.90064649058;14623.872923625606;18877.37863248102;299307.25161622657;19874.18945675526;171030.16531612517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T17:00:00;16699.049427773858;14623.872923625606;153145.96546317445;80402.8305781704;14623.872923625606;19540.78802358284;201007.07644542606;20572.62985903983;114859.47409738084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T18:00:00;14623.872923625606;14623.872923625606;101450.34855506943;53262.22706749002;14623.872923625606;20025.46333115965;133155.5676687251;21082.898211194333;76087.76141630208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T19:00:00;14623.872923625606;14623.872923625606;96648.72719812444;50741.33827165814;14623.872923625606;20043.175717815287;126853.34567914536;21101.545891837854;72486.54539859334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T20:00:00;20111.27635751658;14623.872923625606;184439.29085843655;96832.07135100574;14623.872923625606;19643.841909579238;242080.17837751433;20681.125455511214;138329.46814382743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T21:00:00;19574.668066096136;14623.872923625606;179518.0888929853;94248.40179972212;14623.872923625606;17904.002474905654;235621.00449930533;18849.414643209082;134638.566669739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T22:00:00;19432.241192485482;14623.872923625606;178211.90070776278;93562.64277863377;14623.872923625606;15285.78968380964;233906.60694658445;16092.948395357844;133658.92553082207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T23:00:00;17275.777965281814;14623.872923625606;158435.10776249127;83179.6716846902;14623.872923625606;14623.872923625606;207949.17921172554;14623.872923625606;118826.33082186844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T00:00:00;25285.30309364359;14623.872923625606;227384.6719562007;121744.05193235801;14623.872923625606;14623.872923625606;304360.12983089505;14623.872923625606;170538.50396715058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T01:00:00;14623.872923625606;14623.872923625606;96891.44704678458;51876.660196942474;14623.872923625606;14623.872923625606;129691.65049235622;14623.872923625606;72668.58528508844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T02:00:00;19981.614193355683;14623.872923625606;179689.8685249982;96207.77204208294;14623.872923625606;14623.872923625606;240519.43010520737;14623.872923625606;134767.40139374867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T03:00:00;18243.23906239299;14623.872923625606;164057.0775148664;87837.8177078181;14623.872923625606;14623.872923625606;219594.54426954532;14623.872923625606;123042.8081361498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T04:00:00;14623.872923625606;14623.872923625606;131479.28159612993;70395.33645324886;14623.872923625606;14623.872923625606;175988.34113312216;15455.425670569677;98609.46119709748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T05:00:00;20059.212695077455;14623.872923625606;180387.6932571341;96581.39445778035;14623.872923625606;22107.46017653154;241453.48614445087;23484.484786887588;135290.7699428506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T06:00:00;23201.108552833884;14623.872923625606;208642.00985720239;111709.04118031128;14623.872923625606;22106.581920525798;279272.60295077827;23483.5518262652;156481.5073929018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T07:00:00;25405.074694127194;14623.872923625606;228461.74926014966;122320.73000876055;14623.872923625606;21843.983374809013;305801.82502190146;23204.59660016956;171346.31194511225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T08:00:00;30119.183673724696;14623.872923625606;270854.6017374065;145018.29176237818;14623.872923625606;21257.308362973523;362545.7294059456;22581.37890441074;203140.95130305487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T09:00:00;22388.854670681016;14623.872923625606;201337.6053240841;107798.1891551308;14623.872923625606;20798.858727976323;269495.47288782714;22094.37345952137;151003.2039930631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T10:00:00;23406.069812816386;14623.872923625606;210485.1773562136;112695.89169133815;14623.872923625606;20252.58349240495;281739.72922834544;21514.071952392653;157863.88301716023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T11:00:00;30849.621744279615;14623.872923625606;277423.2562812076;148535.21580579074;14623.872923625606;19453.370527179944;371338.03951447684;20665.077786014623;208067.44221090575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T12:00:00;17965.740072540142;14623.872923625606;161561.59559233687;86501.71146037847;14623.872923625606;19277.719326031594;216254.2786509462;20478.485661535935;121171.19669425269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T13:00:00;14623.872923625606;14623.872923625606;93007.90071141947;49797.3702313221;14623.872923625606;19434.04889505363;124493.42557830525;20644.55265232197;69755.9255335646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T14:00:00;14623.872923625606;14623.872923625606;71299.48350084352;38174.46421256139;14623.872923625606;19611.456608213466;95436.16053140351;20833.01069804544;53474.61262563266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T15:00:00;14623.872923625606;14623.872923625606;91938.40845890681;49224.75326813368;14623.872923625606;19823.99456160297;123061.8831703342;21058.78716866465;68953.80634418012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T16:00:00;14623.872923625606;14623.872923625606;118114.42096543992;63239.654970000636;14623.872923625606;20715.424407430855;158099.13742500162;22005.742200393997;88585.81572407995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T17:00:00;14623.872923625606;14623.872923625606;102458.87480099937;54857.51729609352;14623.872923625606;21490.04620449509;137143.79324023382;22828.613469345008;76844.15610074953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T18:00:00;16302.43305737352;14623.872923625606;146603.8741600323;78493.1962021688;14623.872923625606;22107.46017653154;196232.99050542203;23484.484786887588;109952.90562002423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T19:00:00;14623.872923625606;14623.872923625606;81736.51427713723;43762.55599516614;14623.872923625606;22127.660064663603;109406.38998791538;23505.94288120264;61302.385707852925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T20:00:00;14623.872923625606;14623.872923625606;77413.03495846903;41447.72146312783;14623.872923625606;21812.36615860231;103619.30365781958;23171.010017763398;58059.77621885177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T21:00:00;19985.831503231868;14623.872923625606;179727.79378217948;96228.07760815344;14623.872923625606;19881.95945798192;240570.1940203836;21120.362569742614;134795.84533663464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T22:00:00;18305.655248560503;14623.872923625606;164618.3713211497;88138.3400856617;14623.872923625606;16714.968301277146;220345.85021415428;17756.106565391892;123463.77849086226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T23:00:00;14623.872923625606;14623.872923625606;106266.57062200189;56896.19612957288;14623.872923625606;14623.872923625606;142240.49032393226;14623.872923625606;79699.92796650142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-03T00:00:00;17936.149905513317;14623.872923625606;159516.55549588773;86359.24028580486;14623.872923625606;14623.872923625606;215898.10071451217;14623.872923625606;119637.41662191582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-03T01:00:00;14623.872923625606;14623.872923625606;105863.02692093597;57312.23665673636;14623.872923625606;14623.872923625606;143280.59164184093;14623.872923625606;79397.27019070198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-03T02:00:00;26978.27771279455;14623.872923625606;239933.42811177293;129895.4112097515;14623.872923625606;14623.872923625606;324738.5280243788;14623.872923625606;179950.0710838297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-03T03:00:00;27589.35089753801;14623.872923625606;245368.0553924145;132837.6154325904;14623.872923625606;14623.872923625606;332094.0385814761;14623.872923625606;184026.0415443109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-03T04:00:00;28113.754815504577;14623.872923625606;250031.88275353966;135362.52318576278;14623.872923625606;16259.737315316315;338406.30796440697;17360.95241136232;187523.9120651548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-03T05:00:00;14895.046013037752;14623.872923625606;132470.25958576475;71716.88821092252;14623.872923625606;23259.69830552742;179292.22052730637;24834.996258182215;99352.69468932354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
