;waerme_hast_ges_W_1;waerme_hast_ges_W_2;waerme_hast_ges_W_3;waerme_hast_ges_W_4;waerme_hast_ges_W_5;waerme_hast_ges_W_6;waerme_hast_ges_W_7;waerme_hast_ges_W_8;waerme_hast_ges_W_9;strombedarf_hast_ges_W_1;strombedarf_hast_ges_W_2;strombedarf_hast_ges_W_3;strombedarf_hast_ges_W_4;strombedarf_hast_ges_W_5;strombedarf_hast_ges_W_6;strombedarf_hast_ges_W_7;strombedarf_hast_ges_W_8;strombedarf_hast_ges_W_9
2021-02-28T19:00:00;14623.872923625606;14623.872923625606;89748.33562340158;42803.174688162326;14623.872923625606;14623.872923625606;107007.93672040584;14655.746490439018;67311.25171755119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-02-28T20:00:00;14623.872923625606;14623.872923625606;136121.51446120863;64919.67702608963;14623.872923625606;15144.522984218589;162299.19256522416;15271.220105903303;102091.13584590645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-02-28T21:00:00;14623.872923625606;14623.872923625606;133213.99873510067;63533.01171727106;14623.872923625606;14810.384495311657;158832.52929317768;14934.286257589363;99910.4990513255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-02-28T22:00:00;14623.872923625606;14623.872923625606;54824.207037817214;26147.004227761834;14623.872923625606;14623.872923625606;65367.510569404585;14623.872923625606;41118.15527836292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-02-28T23:00:00;14623.872923625606;14623.872923625606;107306.56288767983;51177.122389665914;14623.872923625606;14623.872923625606;127942.8059741648;14623.872923625606;80479.92216575985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T00:00:00;16694.02187182213;14623.872923625606;164126.98389276402;80378.62382729174;14623.872923625606;14623.872923625606;200946.55956822942;14623.872923625606;123095.23791957302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T01:00:00;17498.3166976091;14623.872923625606;172034.3943975858;84251.15446996973;14623.872923625606;14623.872923625606;210627.8861749244;14623.872923625606;129025.79579818934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T02:00:00;17922.344551354203;14623.872923625606;176203.21682132865;86292.77006207575;14623.872923625606;14623.872923625606;215731.9251551895;14623.872923625606;132152.4126159965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T03:00:00;18495.763001258605;14623.872923625606;181840.77027692393;89053.67370976365;14623.872923625606;14623.872923625606;222634.18427440917;14623.872923625606;136380.57770769295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T04:00:00;18975.62370407334;14623.872923625606;186558.5123792378;91364.11413072345;14623.872923625606;14623.872923625606;228410.28532680875;14623.872923625606;139918.88428442838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T05:00:00;16858.502427189454;14623.872923625606;165744.07159450062;81170.56724202329;14623.872923625606;16205.296877553305;202926.4181050583;16534.824321269836;124308.05369587545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T06:00:00;14623.872923625606;14623.872923625606;126815.28141691652;62105.80100114706;14623.872923625606;16764.100218158594;155264.50250286772;17104.990677175694;95111.46106268736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T07:00:00;16445.03754488996;14623.872923625606;161679.09883967665;79179.81040132204;14623.872923625606;16157.685830595901;197949.52600330516;16486.245125026737;121259.32412975747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T08:00:00;14623.872923625606;14623.872923625606;114264.30714472284;55959.15761708408;14623.872923625606;15620.182168892616;139897.89404271022;15937.811567440165;85698.23035854215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T09:00:00;16392.222687661924;14623.872923625606;161159.85049508236;78925.51664429814;14623.872923625606;14623.872923625606;197313.79161074542;14838.387652464746;120869.88787131176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T10:00:00;17428.148387291854;14623.872923625606;171344.53588262486;83913.30704992374;14623.872923625606;14623.872923625606;209783.26762480935;14623.872923625606;128508.40191196863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T11:00:00;14623.872923625606;14623.872923625606;109413.04403951322;53583.32737288951;14623.872923625606;14623.872923625606;133958.31843222378;14623.872923625606;82059.78302963491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T12:00:00;15655.832678311008;14623.872923625606;153920.04500473896;75379.93511779372;14623.872923625606;14623.872923625606;188449.83779448437;14623.872923625606;115440.03375355423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T13:00:00;14623.872923625606;14623.872923625606;103923.84725380207;50895.07908435134;14623.872923625606;14623.872923625606;127237.69771087838;14623.872923625606;77942.88544035154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T14:00:00;16218.6881567698;14623.872923625606;159453.74879141533;78089.9800140768;14623.872923625606;14623.872923625606;195224.95003519207;14623.872923625606;119590.31159356152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T15:00:00;18753.80130371558;14623.872923625606;184377.66933194178;90296.08035122317;14623.872923625606;14623.872923625606;225740.20087805798;14623.872923625606;138283.25199895632;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T16:00:00;15999.12925029325;14623.872923625606;157295.1592446019;77032.84453844896;14623.872923625606;14623.872923625606;192582.11134612246;14623.872923625606;117971.36943345146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T17:00:00;14623.872923625606;14623.872923625606;113248.06395601685;55461.468406908774;14623.872923625606;14969.91550123758;138653.67101727196;15274.322018751507;84936.04796701265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T18:00:00;14623.872923625606;14623.872923625606;92989.96068334494;45540.379115019845;14623.872923625606;14623.872923625606;113850.94778754967;14623.872923625606;69742.4705125087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T19:00:00;16271.503013997833;14623.872923625606;159972.99713600962;78344.27377110068;14623.872923625606;16096.292638466626;195860.68442775175;16423.60352987116;119979.74785200722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T20:00:00;18117.759523097935;14623.872923625606;178124.4356963275;87233.65696306412;14623.872923625606;15997.93823883094;218084.14240766037;16323.249137632125;133593.32677224567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T21:00:00;16814.74154548622;14623.872923625606;165313.83725183673;80959.8667004892;14623.872923625606;14623.872923625606;202399.66675122303;14911.256446829397;123985.37793887754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T22:00:00;14623.872923625606;14623.872923625606;123877.81935321161;60667.22488998338;14623.872923625606;14623.872923625606;151668.06222495853;14623.872923625606;92908.36451490871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-01T23:00:00;16611.027096178077;14623.872923625606;163311.02220840158;79979.0193519685;14623.872923625606;14623.872923625606;199947.54837992133;14623.872923625606;122483.2666563012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T00:00:00;16869.935478744093;14623.872923625606;164561.67707377704;81225.61526802713;14623.872923625606;14623.872923625606;203064.03817006788;14623.872923625606;123421.2578053328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T01:00:00;15974.363416814773;14623.872923625606;155825.6128109823;76913.60163651558;14623.872923625606;14623.872923625606;192284.004091289;14623.872923625606;116869.20960823672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T02:00:00;14940.53837791523;14623.872923625606;145740.9279930391;71935.92552329555;14623.872923625606;14623.872923625606;179839.81380823892;14623.872923625606;109305.69599477934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T03:00:00;15866.83332361571;14623.872923625606;154776.68571253348;76395.86415074232;14623.872923625606;14623.872923625606;190989.6603768558;14623.872923625606;116082.51428440015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T04:00:00;15461.291257836401;14623.872923625606;150820.73208409816;74443.25420439748;14623.872923625606;14623.872923625606;186108.13551099374;14623.872923625606;113115.54906307365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T05:00:00;16321.532003428882;14623.872923625606;159212.1488716883;78585.1540905835;14623.872923625606;16508.886527814582;196462.88522645886;16903.679668063505;119409.11165376625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T06:00:00;16782.37525999629;14623.872923625606;163707.55072218305;80804.02902961177;14623.872923625606;22026.404539600135;202010.0725740295;22553.143481195668;122780.66304163728;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T07:00:00;18770.145839990364;14623.872923625606;183097.71737065035;90374.77626662025;14623.872923625606;18985.091073141062;225936.94066655068;19439.100113063232;137323.2880279878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T08:00:00;30959.44997619819;14623.872923625606;302001.0963162359;149064.01840391717;14623.872923625606;17560.75972419549;372660.04600979306;17980.70733634918;226500.8222371769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T09:00:00;31074.66079034004;14623.872923625606;303124.9467788596;149618.73713867425;14623.872923625606;16240.459790276604;374046.84284668573;16628.83377957547;227343.71008414467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T10:00:00;29537.748529687746;14623.872923625606;288132.7816074597;142218.78921701512;14623.872923625606;15208.49383998105;355546.9730425378;15572.189418809246;216099.58620559474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T11:00:00;23859.39153668305;14623.872923625606;232741.93847294708;114878.55184328878;14623.872923625606;14623.872923625606;287196.37960822205;14623.872923625606;174556.45385471036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T12:00:00;17835.402101252806;14623.872923625606;173979.54395056347;85874.15826529129;14623.872923625606;14623.872923625606;214685.39566322826;14623.872923625606;130484.65796292263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T13:00:00;20161.892474823915;14623.872923625606;196673.83095914437;97075.77858248551;14623.872923625606;14623.872923625606;242689.44645621383;14623.872923625606;147505.37321935833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T14:00:00;18189.483336715435;14623.872923625606;177433.51103902693;87578.99384344465;14623.872923625606;14623.872923625606;218947.4846086117;14623.872923625606;133075.13327927023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T15:00:00;16472.842206001853;14623.872923625606;160688.13914593408;79313.68469556444;14623.872923625606;14623.872923625606;198284.21173891122;14623.872923625606;120516.10435945059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T16:00:00;14623.872923625606;14623.872923625606;132689.27795376943;65493.79195031689;14623.872923625606;14623.872923625606;163734.47987579228;14850.225816991378;99516.95846532706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T17:00:00;14623.872923625606;14623.872923625606;113876.02120944898;56207.80033048371;14623.872923625606;15299.03970120798;140519.50082620935;15664.900591720285;85407.01590708674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T18:00:00;14623.872923625606;14623.872923625606;92095.79924380202;45457.35125089188;14623.872923625606;16147.987421363996;113643.37812722975;16534.15002851739;69071.84943285151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T19:00:00;14623.872923625606;14623.872923625606;89833.11364571966;44340.517531581;14623.872923625606;16895.472403407566;110851.29382895253;17299.51034957021;67374.83523428974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T20:00:00;14623.872923625606;14623.872923625606;112459.96962654317;55508.85472468982;14623.872923625606;16995.00863383433;138772.1368117246;17401.42688716745;84344.97721990736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T21:00:00;14623.872923625606;14623.872923625606;109890.09823534364;54240.397884545346;14623.872923625606;15581.594161774281;135600.99471136337;15954.212053286647;82417.57367650773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T22:00:00;14623.872923625606;14623.872923625606;86761.25571454827;42824.28632324505;14623.872923625606;14623.872923625606;107060.71580811263;14623.872923625606;65070.9417859112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-02T23:00:00;14623.872923625606;14623.872923625606;113965.9292464589;56252.17782926428;14623.872923625606;14623.872923625606;140630.44457316076;14623.872923625606;85474.44693484416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T00:00:00;20161.188219894706;14623.872923625606;187009.9396909244;97072.38772541893;14623.872923625606;14623.872923625606;242680.9693135474;14623.872923625606;140257.45476819333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T01:00:00;17286.57707707503;14623.872923625606;160345.79417577607;83231.66740813904;14623.872923625606;14623.872923625606;208079.16852034762;14623.872923625606;120259.34563183205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T02:00:00;14623.872923625606;14623.872923625606;134157.00813828316;69637.6948284402;14623.872923625606;14623.872923625606;174094.23707110056;14623.872923625606;100617.75610371234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T03:00:00;18420.667640188105;14623.872923625606;170865.32335722283;88692.10345275754;14623.872923625606;14623.872923625606;221730.25863189387;14623.872923625606;128148.9925179171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T04:00:00;18676.905675368464;14623.872923625606;173242.12074549953;89925.842140663;14623.872923625606;14623.872923625606;224814.6053516575;14623.872923625606;129931.59055912463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T05:00:00;20166.88239845426;14623.872923625606;187062.75741066382;97099.80414070569;14623.872923625606;20040.001867212017;242749.5103517643;20989.579161269503;140297.0680579979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T06:00:00;24593.157198754994;14623.872923625606;228119.7315548208;118411.49762363515;14623.872923625606;20873.080637884585;296028.7440590879;21862.132613133905;171089.7986661156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T07:00:00;22727.364690737995;14623.872923625606;210813.12538685068;109428.05221466445;14623.872923625606;20122.23381228763;273570.1305366612;21075.707592403724;158109.844040138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T08:00:00;24907.286049290917;14623.872923625606;231033.50909378225;119923.96986695626;14623.872923625606;18632.06800386133;299809.9246673907;19514.931630074312;173275.13182033668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T09:00:00;31023.782852022112;14623.872923625606;287768.54304727534;149373.76928751386;14623.872923625606;17656.04398287041;373434.42321878474;18492.659596985945;215826.4072854565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T10:00:00;27362.426038222744;14623.872923625606;253806.74925478874;131745.01425810947;14623.872923625606;16867.539537565935;329362.5356452738;17666.79258442794;190355.06194109155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T11:00:00;22843.146321449134;14623.872923625606;211887.08568822016;109985.51932549583;14623.872923625606;16308.054901911295;274963.79831373965;17080.797277271773;158915.31426616514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T12:00:00;23368.90880844883;14623.872923625606;216763.92181083225;112516.96833697584;14623.872923625606;15951.46029896658;281292.4208424397;16707.305762820593;162572.9413581242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T13:00:00;26071.745564721674;14623.872923625606;241834.73278050622;125530.6267931043;14623.872923625606;15525.698639416212;313826.5669827609;16261.369773583621;181376.04958537966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T14:00:00;23717.202730342142;14623.872923625606;219994.60566823062;114193.9390720177;14623.872923625606;15555.671030611999;285484.8476800443;16292.762379324131;164995.95425117295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T15:00:00;21071.307759664942;14623.872923625606;195451.97189595154;101454.44476875712;14623.872923625606;16150.507717420638;253636.11192189285;16915.78486248192;146588.97892196366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T16:00:00;14623.872923625606;14623.872923625606;133188.68327639264;69135.06054818245;14623.872923625606;17103.476052876336;172837.65137045612;17913.908737308353;99891.51245729446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T17:00:00;14623.872923625606;14623.872923625606;126903.37462739437;65872.50712905473;14623.872923625606;18226.287938441485;164681.2678226369;19089.92404466434;95177.53097054578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T18:00:00;14623.872923625606;14623.872923625606;113980.6391978012;59164.6241888874;14623.872923625606;18925.643733009783;147911.56047221855;19822.418178609554;85485.47939835089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T19:00:00;14623.872923625606;14623.872923625606;113593.30925304502;58963.57047678429;14623.872923625606;18936.40305292622;147408.92619196078;19833.68731913179;85194.98193978374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T20:00:00;19245.37450156489;14623.872923625606;178515.08976615773;92662.91426679393;14623.872923625606;18575.965835725634;231657.28566698483;19456.171111636948;133886.31732461829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T21:00:00;18205.237884684622;14623.872923625606;168867.0529604125;87654.84907440742;14623.872923625606;16979.743873837328;219137.12268601856;17784.313621302666;126650.28972030933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T22:00:00;17978.419772062;14623.872923625606;166763.14712412312;86562.76186548371;14623.872923625606;14623.872923625606;216406.9046637093;15266.465653192106;125072.36034309234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-03T23:00:00;16397.33619202319;14623.872923625606;152097.42694312707;78950.13722085238;14623.872923625606;14623.872923625606;197375.34305213104;14623.872923625606;114073.0702073453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T00:00:00;21948.856306944028;14623.872923625606;205815.56390751465;105679.67851491571;14623.872923625606;14623.872923625606;264199.19628728926;14623.872923625606;154361.67293063598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T01:00:00;22844.373303172328;14623.872923625606;214212.87322468305;109991.42701527421;14623.872923625606;14623.872923625606;274978.5675381855;14623.872923625606;160659.65491851227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T02:00:00;23863.378342802902;14623.872923625606;223768.13632920367;114897.74757645844;14623.872923625606;14623.872923625606;287244.3689411461;14623.872923625606;167826.10224690274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T03:00:00;20769.774174014216;14623.872923625606;194759.2495971672;100002.61639340178;14623.872923625606;14623.872923625606;250006.54098350447;14623.872923625606;146069.4371978754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T04:00:00;19281.514569455012;14623.872923625606;180803.7621007085;92836.92200107971;14623.872923625606;14623.872923625606;232092.3050026993;14623.872923625606;135602.8215755314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T05:00:00;19619.04855475455;14623.872923625606;183968.83578613767;94462.08563400341;14623.872923625606;18608.430048218102;236155.21408500854;19394.582574240267;137976.62683960327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T06:00:00;19316.274166857133;14623.872923625606;181129.70464825947;93004.28302560843;14623.872923625606;18559.0649542511;232510.70756402114;19343.131947360547;135847.27848619458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T07:00:00;21642.423014056916;14623.872923625606;202942.12302778894;104204.25895657035;14623.872923625606;18104.464014286317;260510.64739142582;18869.325428184664;152206.59227084173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T08:00:00;36771.99514645342;14623.872923625606;344812.90556708013;177050.34700144242;14623.872923625606;18530.330048807624;442625.867503606;19313.183074997734;258609.67917531013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T09:00:00;23867.037247792603;14623.872923625606;223802.4460710511;114915.36452640883;14623.872923625606;17475.24326431885;287288.41131602216;18213.521915419333;167851.83455328832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T10:00:00;25989.202141816782;14623.872923625606;243702.09634258406;125133.19549763633;14623.872923625606;16259.53572632551;312832.98874409084;16946.454238530812;182776.57225693806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T11:00:00;21669.86480147964;14623.872923625606;203199.44609164496;104336.38608119827;14623.872923625606;15723.150824713897;260840.96520299566;16387.40862109151;152399.58456873373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T12:00:00;21910.437804552203;14623.872923625606;205455.3116181162;105494.70054043656;14623.872923625606;15422.539506228273;263736.7513510915;16074.097340988172;154091.48371358713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T13:00:00;22893.768520533242;14623.872923625606;214676.05473962394;110229.25583960452;14623.872923625606;15286.969695930835;275573.13959901134;15932.800097019997;161007.04105471793;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T14:00:00;21380.811307293592;14623.872923625606;200488.97648569482;102944.6470351173;14623.872923625606;15269.286677196387;257361.6175877932;15914.3700217198;150366.73236427113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T15:00:00;19519.343393785308;14623.872923625606;183033.89532079414;93982.02374785523;14623.872923625606;15837.353654040548;234955.0593696381;16506.436190738616;137275.4214905956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T16:00:00;17301.13224378159;14623.872923625606;162233.61432576503;83301.7478404299;14623.872923625606;16753.9234584428;208254.36960107478;17461.72842713214;121675.21074432375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T17:00:00;14623.872923625606;14623.872923625606;133353.38912565657;68472.68021968717;14623.872923625606;17588.70930119823;171181.70054921796;18331.78156526226;100015.04184424244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T18:00:00;14623.872923625606;14623.872923625606;105811.2438575995;54330.673647009804;14623.872923625606;18506.75269049502;135826.6841175245;19288.609641264135;79358.43289319961;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T19:00:00;14623.872923625606;14623.872923625606;103220.85834811545;53000.593925755165;14623.872923625606;19352.590419959477;132501.48481438795;20170.18157645687;77415.64376108658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T20:00:00;14623.872923625606;14623.872923625606;128747.30628263367;66107.60468884704;14623.872923625606;19499.21211696595;165269.0117221176;20322.99761748767;96560.47971197526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T21:00:00;14623.872923625606;14623.872923625606;127014.66431933636;65217.94871635221;14623.872923625606;17820.062129640603;163044.87179088057;18572.908383773167;95260.99823950228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T22:00:00;14623.872923625606;14623.872923625606;97988.6227163762;50314.00905832034;14623.872923625606;14911.205547823805;125785.02264580087;15541.16099689082;73491.46703728214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-04T23:00:00;14623.872923625606;14623.872923625606;130076.80877922314;66790.26149942473;14623.872923625606;14623.872923625606;166975.65374856186;14623.872923625606;97557.60658441737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T00:00:00;21810.899715061238;14623.872923625606;199117.45618179016;105015.44307251705;14623.872923625606;14623.872923625606;262538.60768129263;14623.872923625606;149338.0921363426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T01:00:00;25040.158385174298;14623.872923625606;228598.21030684293;120563.72555824659;14623.872923625606;14623.872923625606;301409.31389561656;14623.872923625606;171448.65773013214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T02:00:00;26392.900203561378;14623.872923625606;240947.74715616263;127076.92690603624;14623.872923625606;14623.872923625606;317692.31726509065;14623.872923625606;180710.81036712189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T03:00:00;23180.13838489206;14623.872923625606;211617.59713902837;111608.07370503583;14623.872923625606;14623.872923625606;279020.1842625896;14623.872923625606;158713.19785427125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T04:00:00;21331.459969977393;14623.872923625606;194740.52429540775;102707.02948507633;14623.872923625606;14623.872923625606;256767.57371269082;14668.585242008092;146055.3932215558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T05:00:00;22021.234570968983;14623.872923625606;201037.65855775142;106028.1664528136;14623.872923625606;20748.441967284045;265070.41613203404;21889.42971879776;150778.24391831353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T06:00:00;21991.334027727193;14623.872923625606;200764.68861214907;105884.20087424203;14623.872923625606;20680.309324330865;264710.50218560506;21817.55036024972;150573.51645911176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T07:00:00;24348.321677752247;14623.872923625606;222282.25053100943;117232.65992991818;14623.872923625606;20200.097322793397;293081.6498247955;21310.93078494126;166711.68789825708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T08:00:00;26008.317354279083;14623.872923625606;237436.78889031184;125225.23170578813;14623.872923625606;19881.597738867684;313063.0792644703;20974.916434138384;178077.59166773382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T09:00:00;26976.476323383853;14623.872923625606;246275.36747378064;129886.73785332963;14623.872923625606;19459.66787768775;324716.84463332413;20529.78402096137;184706.52560533548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T10:00:00;25699.001389708865;14623.872923625606;234612.96186683935;123735.93261711676;14623.872923625606;18954.008744444876;309339.8315427918;19996.317938243406;175959.72140012946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-05T11:00:00;25052.53102375711;14623.872923625606;228711.16338778182;120623.29752179344;14623.872923625606;17359.86907438372;301558.2438044837;18314.51415149292;171533.37254083634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
