time_steps;Last_L;Gaskessel_1;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-08-28 12:00:00;284.1719841108875;284.1719841108875;0.0;0.0;0.0
2021-08-28 13:00:00;206.7861931180439;206.7861931180439;0.0;0.0;0.0
2021-08-28 14:00:00;185.7750592967569;185.7750592967569;0.0;0.0;0.0
2021-08-28 15:00:00;195.14560065839143;195.14560065839143;0.0;0.0;0.0
2021-08-28 16:00:00;204.75730173638223;204.75730173638223;0.0;0.0;0.0
2021-08-28 17:00:00;181.1932881980612;181.1932881980612;0.0;0.0;0.0
2021-08-28 18:00:00;192.6524125624743;192.6524125624743;0.0;0.0;0.0
2021-08-28 19:00:00;205.43553931028563;205.43553931028563;0.0;0.0;0.0
2021-08-28 20:00:00;210.4843909928567;210.4843909928567;0.0;0.0;0.0
2021-08-28 21:00:00;206.8557538218541;206.8557538218541;0.0;0.0;0.0
2021-08-28 22:00:00;193.3250075989769;193.3250075989769;0.0;0.0;0.0
2021-08-28 23:00:00;180.9844830044751;180.9844830044751;0.0;0.0;0.0
2021-08-29 00:00:00;254.06889219658584;254.06889219658584;0.0;0.0;0.0
2021-08-29 01:00:00;238.6676965522482;238.6676965522482;0.0;0.0;0.0
2021-08-29 02:00:00;270.94925448838563;270.94925448838563;0.0;0.0;0.0
2021-08-29 03:00:00;265.940491932191;265.940491932191;0.0;0.0;0.0
2021-08-29 04:00:00;214.7431286042489;214.7431286042489;0.0;0.0;0.0
2021-08-29 05:00:00;275.6221836708692;275.6221836708692;0.0;0.0;0.0
2021-08-29 06:00:00;252.5988881802264;252.5988881802264;0.0;0.0;0.0
2021-08-29 07:00:00;304.32308629488347;304.32308629488347;0.0;0.0;0.0
2021-08-29 08:00:00;283.5689898116943;283.5689898116943;0.0;0.0;0.0
2021-08-29 09:00:00;240.70632265620748;240.70632265620748;0.0;0.0;0.0
2021-08-29 10:00:00;274.00235440228846;274.00235440228846;0.0;0.0;0.0
2021-08-29 11:00:00;278.2034090942135;278.2034090942135;0.0;0.0;0.0
2021-08-29 12:00:00;259.75965829240533;259.75965829240533;0.0;0.0;0.0
2021-08-29 13:00:00;267.99593618416776;267.99593618416776;0.0;0.0;0.0
2021-08-29 14:00:00;278.0120758130625;278.0120758130625;0.0;0.0;0.0
2021-08-29 15:00:00;300.0892171701674;300.0892171701674;0.0;0.0;0.0
2021-08-29 16:00:00;315.56875196676344;315.56875196676344;0.0;0.0;0.0
2021-08-29 17:00:00;210.49676913597168;210.49676913597168;0.0;0.0;0.0
2021-08-29 18:00:00;233.30052020552444;233.30052020552444;0.0;0.0;0.0
2021-08-29 19:00:00;224.27149638490292;224.27149638490292;0.0;0.0;0.0
2021-08-29 20:00:00;272.50492727512875;272.50492727512875;0.0;0.0;0.0
2021-08-29 21:00:00;260.5583455483083;260.5583455483083;0.0;0.0;0.0
2021-08-29 22:00:00;230.5877016751574;230.5877016751574;0.0;0.0;0.0
2021-08-29 23:00:00;270.07012546813155;270.07012546813155;0.0;0.0;0.0
2021-08-30 00:00:00;356.8361893632975;356.8361893632975;0.0;0.0;0.0
2021-08-30 01:00:00;356.4393438645178;356.4393438645178;0.0;0.0;0.0
2021-08-30 02:00:00;353.4131637598131;353.4131637598131;0.0;0.0;0.0
2021-08-30 03:00:00;346.53610006579254;346.53610006579254;0.0;0.0;0.0
2021-08-30 04:00:00;339.1849512074635;339.1849512074635;0.0;0.0;0.0
2021-08-30 05:00:00;325.8391588017387;325.8391588017387;0.0;0.0;0.0
2021-08-30 06:00:00;273.1893114917575;273.1893114917575;0.0;0.0;0.0
2021-08-30 07:00:00;366.3083946127204;366.3083946127204;0.0;0.0;0.0
2021-08-30 08:00:00;364.7219808667257;364.7219808667257;0.0;0.0;0.0
2021-08-30 09:00:00;371.4143268157719;371.4143268157719;0.0;0.0;0.0
2021-08-30 10:00:00;359.4526062878392;359.4526062878392;0.0;0.0;0.0
2021-08-30 11:00:00;315.4935550636598;315.4935550636598;0.0;0.0;0.0
2021-08-30 12:00:00;292.3325862437187;292.3325862437187;0.0;0.0;0.0
2021-08-30 13:00:00;266.5394677957929;266.5394677957929;0.0;0.0;0.0
2021-08-30 14:00:00;297.16911614301955;297.16911614301955;0.0;0.0;0.0
2021-08-30 15:00:00;266.3331918310833;266.3331918310833;0.0;0.0;0.0
2021-08-30 16:00:00;282.2364102402751;282.2364102402751;0.0;0.0;0.0
2021-08-30 17:00:00;265.0955309273781;265.0955309273781;0.0;0.0;0.0
2021-08-30 18:00:00;264.94082269290425;264.94082269290425;0.0;0.0;0.0
2021-08-30 19:00:00;288.87786548411594;288.87786548411594;0.0;0.0;0.0
2021-08-30 20:00:00;340.4473572225302;340.4473572225302;0.0;0.0;0.0
2021-08-30 21:00:00;315.57604869167346;315.57604869167346;0.0;0.0;0.0
2021-08-30 22:00:00;283.97916480152463;283.97916480152463;0.0;0.0;0.0
2021-08-30 23:00:00;264.74719993399566;264.74719993399566;0.0;0.0;0.0
2021-08-31 00:00:00;157.46966203703582;157.46966203703582;0.0;0.0;0.0
2021-08-31 01:00:00;246.19076722195197;246.19076722195197;0.0;0.0;0.0
2021-08-31 02:00:00;391.9310774679235;391.9310774679235;0.0;0.0;0.0
2021-08-31 03:00:00;322.9384960469139;322.9384960469139;0.0;0.0;0.0
2021-08-31 04:00:00;359.7012127778621;359.7012127778621;0.0;0.0;0.0
2021-08-31 05:00:00;378.77247285708;378.77247285708;0.0;0.0;0.0
2021-08-31 06:00:00;420.1762086766764;420.1762086766764;0.0;0.0;0.0
2021-08-31 07:00:00;433.0489605826189;433.0489605826189;0.0;0.0;0.0
2021-08-31 08:00:00;669.9013562208415;669.9013562208415;0.0;0.0;0.0
2021-08-31 09:00:00;643.8504027799058;643.8504027799058;0.0;0.0;0.0
2021-08-31 10:00:00;615.4570655490066;615.4570655490066;0.0;0.0;0.0
2021-08-31 11:00:00;467.3470428942848;467.3470428942848;0.0;0.0;0.0
